Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC
9/2/1960,29,16,10
9/3/1960,39,28,22
9/4/1960,29,24,22
9/5/1960,30,22,18
9/6/1960,30,22,18
9/7/1960,32,20,14
9/8/1960,43,29,22
9/9/1960,47,32,24
9/10/1960,42,30,24
9/11/1960,46,31,24
9/12/1960,34,29,26
9/13/1960,36,31,28
9/14/1960,33,27,24
9/15/1960,33,27,24
9/16/1960,24,21,20
9/17/1960,26,23,22
9/18/1960,34,26,22
9/19/1960,29,25,24
9/20/1960,28,20,16
9/21/1960,29,15,8
9/22/1960,26,18,14
9/23/1960,30,24,22
9/24/1960,32,25,22
9/25/1960,29,24,22
9/26/1960,32,26,24
9/27/1960,34,23,18
9/28/1960,35,22,16
9/29/1960,38,26,20
9/30/1960,36,22,16
10/1/1960,33,24,20
10/2/1960,29,20,16
10/3/1960,24,21,20
10/4/1960,31,21,16
10/5/1960,32,21,16
10/6/1960,35,28,24
10/7/1960,25,18,14
10/8/1960,21,15,12
10/9/1960,20,9,4
10/10/1960,27,18,14
10/11/1960,21,16,14
10/12/1960,24,16,12
10/13/1960,24,16,12
10/14/1960,28,21,18
10/15/1960,33,27,24
10/16/1960,24,21,20
10/17/1960,31,22,18
10/18/1960,30,19,14
10/19/1960,23,20,18
10/20/1960,29,24,22
10/21/1960,26,23,22
10/22/1960,32,26,24
10/23/1960,29,24,22
10/24/1960,25,20,18
10/25/1960,25,20,18
10/26/1960,20,17,16
10/27/1960,22,18,16
10/28/1960,21,15,12
10/29/1960,18,9,4
10/30/1960,16,12,10
10/31/1960,25,19,16
11/1/1960,23,18,16
11/2/1960,17,15,14
11/3/1960,18,14,12
11/4/1960,20,11,6
11/5/1960,30,18,12
11/6/1960,20,12,8
11/7/1960,20,11,6
11/8/1960,19,12,8
11/9/1960,14,6,2
11/10/1960,21,16,14
11/11/1960,19,13,10
11/12/1960,20,12,8
11/13/1960,16,12,10
11/14/1960,14,10,8
11/15/1960,19,13,10
11/16/1960,23,18,16
11/17/1960,21,15,12
11/18/1960,18,14,12
11/19/1960,17,15,14
11/20/1960,10,2,-2
11/21/1960,5,3,2
11/22/1960,11,5,2
11/23/1960,14,11,10
11/24/1960,18,14,12
11/25/1960,14,9,6
11/26/1960,10,2,-2
11/27/1960,5,-1,-4
11/28/1960,13,0,-6
11/29/1960,20,16,14
11/30/1960,22,18,16
12/1/1960,21,16,14
12/2/1960,15,13,12
12/3/1960,12,5,2
12/4/1960,9,2,-2
12/5/1960,5,0,-2
12/6/1960,7,-2,-6
12/7/1960,9,4,2
12/8/1960,8,0,-4
12/9/1960,10,2,-2
12/10/1960,10,3,0
12/11/1960,11,7,6
12/12/1960,25,18,14
12/13/1960,16,13,12
12/14/1960,11,6,4
12/15/1960,17,7,2
12/16/1960,10,4,2
12/17/1960,14,9,6
12/18/1960,19,14,12
12/19/1960,16,11,8
12/20/1960,14,10,8
12/21/1960,11,6,4
12/22/1960,9,3,0
12/23/1960,13,4,0
12/24/1960,9,4,2
12/25/1960,10,7,6
12/26/1960,10,8,8
12/27/1960,6,3,2
12/28/1960,1,-1,-2
12/29/1960,0,-3,-4
12/30/1960,3,1,0
12/31/1960,9,4,2
1/1/1961,8,5,4
1/2/1961,4,-4,-8
1/3/1961,2,-5,-8
1/4/1961,10,6,4
1/5/1961,19,14,12
1/6/1961,14,13,12
1/7/1961,24,17,14
1/8/1961,16,12,10
1/9/1961,20,16,14
1/10/1961,24,17,14
1/11/1961,19,16,14
1/12/1961,15,12,10
1/13/1961,16,13,12
1/14/1961,24,20,18
1/15/1961,22,18,16
1/16/1961,15,11,8
1/17/1961,16,13,12
1/18/1961,21,12,8
1/19/1961,27,18,14
1/20/1961,22,11,6
1/21/1961,15,3,-2
1/22/1961,3,-2,-4
1/23/1961,8,0,-4
1/24/1961,14,9,6
1/25/1961,13,3,-2
1/26/1961,21,11,6
1/27/1961,12,1,-4
1/28/1961,8,4,2
1/29/1961,18,11,8
1/30/1961,21,16,14
1/31/1961,20,16,14
2/1/1961,18,13,10
2/2/1961,20,15,12
2/3/1961,15,13,12
2/4/1961,21,16,14
2/5/1961,25,20,18
2/6/1961,21,15,12
2/7/1961,15,9,6
2/8/1961,18,13,10
2/9/1961,22,15,12
2/10/1961,15,12,10
2/11/1961,20,13,10
2/12/1961,11,6,4
2/13/1961,13,10,8
2/14/1961,14,10,8
2/15/1961,13,10,8
2/16/1961,11,7,6
2/17/1961,14,9,6
2/18/1961,11,7,6
2/19/1961,18,15,14
2/20/1961,22,19,18
2/21/1961,18,14,12
2/22/1961,15,9,6
2/23/1961,17,11,8
2/24/1961,12,5,2
2/25/1961,7,5,4
2/26/1961,9,4,2
2/27/1961,11,6,4
2/28/1961,16,11,8
3/1/1961,15,9,6
3/2/1961,9,4,2
3/3/1961,7,2,0
3/4/1961,6,-2,-6
3/5/1961,12,5,2
3/6/1961,12,8,6
3/7/1961,18,10,6
3/8/1961,20,11,6
3/9/1961,18,9,4
3/10/1961,14,9,6
3/11/1961,11,6,4
3/12/1961,17,10,6
3/13/1961,16,12,10
3/14/1961,28,20,16
3/15/1961,25,18,14
3/16/1961,20,13,10
3/17/1961,22,15,12
3/18/1961,26,18,14
3/19/1961,21,15,12
3/20/1961,19,11,6
3/21/1961,20,8,2
3/22/1961,21,16,14
3/23/1961,21,15,12
3/24/1961,22,14,10
3/25/1961,21,16,14
3/26/1961,17,11,8
3/27/1961,18,9,4
3/28/1961,22,10,4
3/29/1961,24,13,8
3/30/1961,21,11,6
3/31/1961,22,17,14
4/1/1961,22,18,16
4/2/1961,24,20,18
4/3/1961,18,13,10
4/4/1961,17,7,2
4/5/1961,18,9,4
4/6/1961,24,16,12
4/7/1961,26,11,4
4/8/1961,21,15,12
4/9/1961,19,14,12
4/10/1961,21,14,10
4/11/1961,20,15,12
4/12/1961,18,13,10
4/13/1961,22,14,10
4/14/1961,18,10,6
4/15/1961,19,14,12
4/16/1961,29,18,12
4/17/1961,15,9,6
4/18/1961,11,6,4
4/19/1961,12,5,2
4/20/1961,14,3,-2
4/21/1961,19,13,10
4/22/1961,10,7,6
4/23/1961,14,9,6
4/24/1961,22,15,12
4/25/1961,21,15,12
4/26/1961,21,12,8
4/27/1961,25,12,6
4/28/1961,30,22,18
4/29/1961,23,21,20
4/30/1961,27,21,18
5/1/1961,25,19,16
5/2/1961,22,17,14
5/3/1961,16,11,8
5/4/1961,14,10,8
5/5/1961,20,12,8
5/6/1961,21,12,8
5/7/1961,25,19,16
5/8/1961,22,18,16
5/9/1961,24,19,16
5/10/1961,22,15,12
5/11/1961,26,14,8
5/12/1961,25,18,14
5/13/1961,18,15,14
5/14/1961,25,19,16
5/15/1961,30,18,12
5/16/1961,35,21,14
5/17/1961,40,23,14
5/18/1961,44,28,20
5/19/1961,50,33,24
5/20/1961,35,27,22
5/21/1961,28,21,18
5/22/1961,27,21,18
5/23/1961,27,21,18
5/24/1961,32,20,14
5/25/1961,36,22,16
5/26/1961,24,21,20
5/27/1961,30,22,18
5/28/1961,32,21,16
5/29/1961,34,26,22
5/30/1961,29,24,22
5/31/1961,37,27,22
6/1/1961,48,32,24
6/2/1961,47,33,26
6/3/1961,42,29,22
6/4/1961,40,29,24
6/5/1961,36,28,24
6/6/1961,28,24,22
6/7/1961,33,23,18
6/8/1961,33,23,18
6/9/1961,29,23,20
6/10/1961,34,22,16
6/11/1961,32,25,22
6/12/1961,32,21,16
6/13/1961,47,29,20
6/14/1961,49,36,30
6/15/1961,51,37,30
6/16/1961,55,41,34
6/17/1961,55,42,36
6/18/1961,42,34,30
6/19/1961,39,30,26
6/20/1961,32,25,22
6/21/1961,37,27,22
6/22/1961,46,30,22
6/23/1961,46,31,24
6/24/1961,50,34,26
6/25/1961,38,30,26
6/26/1961,33,27,24
6/27/1961,37,26,20
6/28/1961,37,27,22
6/29/1961,32,26,24
6/30/1961,38,26,20
7/1/1961,39,29,24
7/2/1961,42,31,26
7/3/1961,45,31,24
7/4/1961,41,31,26
7/5/1961,35,28,24
7/6/1961,34,26,22
7/7/1961,39,29,24
7/8/1961,40,29,24
7/9/1961,46,31,24
7/10/1961,49,36,30
7/11/1961,59,44,36
7/12/1961,63,46,38
7/13/1961,61,46,38
7/14/1961,47,37,32
7/15/1961,45,32,26
7/16/1961,42,35,32
7/17/1961,44,33,28
7/18/1961,47,34,28
7/19/1961,48,33,26
7/20/1961,49,35,28
7/21/1961,44,33,28
7/22/1961,40,31,26
7/23/1961,37,30,26
7/24/1961,39,29,24
7/25/1961,47,33,26
7/26/1961,49,35,28
7/27/1961,37,30,26
7/28/1961,35,29,26
7/29/1961,44,31,24
7/30/1961,46,31,24
7/31/1961,45,31,24
8/1/1961,47,30,22
8/2/1961,50,35,28
8/3/1961,54,38,30
8/4/1961,47,38,34
8/5/1961,44,36,32
8/6/1961,46,34,28
8/7/1961,48,35,28
8/8/1961,45,32,26
8/9/1961,42,31,26
8/10/1961,53,35,26
8/11/1961,57,40,32
8/12/1961,53,40,34
8/13/1961,53,43,38
8/14/1961,48,35,28
8/15/1961,39,32,28
8/16/1961,40,32,28
8/17/1961,44,31,24
8/18/1961,49,35,28
8/19/1961,53,39,32
8/20/1961,47,33,26
8/21/1961,47,33,26
8/22/1961,50,34,26
8/23/1961,42,31,26
8/24/1961,41,35,32
8/25/1961,41,28,22
8/26/1961,35,28,24
8/27/1961,42,30,24
8/28/1961,45,32,26
8/29/1961,45,32,26
8/30/1961,40,32,28
8/31/1961,40,31,26
9/1/1961,38,30,26
9/2/1961,35,28,24
9/3/1961,32,26,24
9/4/1961,42,34,30
9/5/1961,35,28,24
9/6/1961,33,24,20
9/7/1961,33,24,20
9/8/1961,37,23,16
9/9/1961,34,23,18
9/10/1961,37,26,20
9/11/1961,39,25,18
9/12/1961,50,34,26
9/13/1961,53,43,38
9/14/1961,38,29,24
9/15/1961,35,28,24
9/16/1961,35,29,26
9/17/1961,33,24,20
9/18/1961,36,30,26
9/19/1961,29,20,16
9/20/1961,29,22,18
9/21/1961,28,19,14
9/22/1961,30,18,12
9/23/1961,30,18,12
9/24/1961,34,19,12
9/25/1961,30,22,18
9/26/1961,27,17,12
9/27/1961,35,22,16
9/28/1961,26,19,16
9/29/1961,25,15,10
9/30/1961,23,18,16
10/1/1961,30,22,18
10/2/1961,34,22,16
10/3/1961,36,21,14
10/4/1961,34,20,14
10/5/1961,30,23,20
10/6/1961,25,19,16
10/7/1961,21,15,12
10/8/1961,21,12,8
10/9/1961,26,19,16
10/10/1961,22,17,14
10/11/1961,21,16,14
10/12/1961,28,21,18
10/13/1961,41,32,28
10/14/1961,46,34,28
10/15/1961,37,27,22
10/16/1961,23,18,16
10/17/1961,21,10,4
10/18/1961,26,14,8
10/19/1961,23,13,8
10/20/1961,15,9,6
10/21/1961,16,11,8
10/22/1961,14,9,6
10/23/1961,25,18,14
10/24/1961,22,15,12
10/25/1961,23,17,14
10/26/1961,21,15,12
10/27/1961,18,14,12
10/28/1961,18,13,10
10/29/1961,16,8,4
10/30/1961,21,15,12
10/31/1961,13,5,2
11/1/1961,15,8,4
11/2/1961,12,5,2
11/3/1961,19,13,10
11/4/1961,16,7,2
11/5/1961,19,5,-2
11/6/1961,20,12,8
11/7/1961,22,9,2
11/8/1961,25,12,6
11/9/1961,18,14,12
11/10/1961,22,17,14
11/11/1961,16,13,12
11/12/1961,17,7,2
11/13/1961,19,13,10
11/14/1961,15,8,4
11/15/1961,8,0,-4
11/16/1961,8,-3,-8
11/17/1961,7,-2,-6
11/18/1961,10,6,4
11/19/1961,5,0,-2
11/20/1961,2,-3,-6
11/21/1961,11,5,2
11/22/1961,16,11,8
11/23/1961,7,5,4
11/24/1961,5,0,-2
11/25/1961,2,-5,-8
11/26/1961,14,9,6
11/27/1961,22,15,12
11/28/1961,17,16,16
11/29/1961,20,15,12
11/30/1961,22,18,16
12/1/1961,19,12,8
12/2/1961,13,11,10
12/3/1961,13,7,4
12/4/1961,16,12,10
12/5/1961,12,8,6
12/6/1961,5,0,-2
12/7/1961,8,4,2
12/8/1961,7,3,0
12/9/1961,3,-2,-4
12/10/1961,-2,-6,-8
12/11/1961,-4,-8,-10
12/12/1961,1,-1,-2
12/13/1961,2,-1,-2
12/14/1961,5,3,2
12/15/1961,10,6,4
12/16/1961,9,4,2
12/17/1961,11,6,4
12/18/1961,7,5,4
12/19/1961,18,10,6
12/20/1961,18,14,12
12/21/1961,8,5,4
12/22/1961,14,10,8
12/23/1961,20,17,16
12/24/1961,16,7,2
12/25/1961,5,3,2
12/26/1961,8,4,2
12/27/1961,11,5,2
12/28/1961,17,11,8
12/29/1961,18,14,12
12/30/1961,16,12,10
12/31/1961,13,7,4
1/1/1962,9,3,0
1/2/1962,14,7,4
1/3/1962,16,13,12
1/4/1962,12,8,6
1/5/1962,13,7,4
1/6/1962,18,10,6
1/7/1962,21,19,18
1/8/1962,17,14,12
1/9/1962,14,10,8
1/10/1962,12,5,2
1/11/1962,5,0,-2
1/12/1962,2,1,0
1/13/1962,6,2,0
1/14/1962,9,3,0
1/15/1962,8,4,2
1/16/1962,9,7,6
1/17/1962,4,0,-2
1/18/1962,1,-5,-8
1/19/1962,-5,-11,-14
1/20/1962,-8,-15,-18
1/21/1962,-3,-14,-20
1/22/1962,1,-9,-14
1/23/1962,2,-5,-8
1/24/1962,11,6,4
1/25/1962,15,13,12
1/26/1962,17,15,14
1/27/1962,20,16,14
1/28/1962,20,11,6
1/29/1962,17,7,2
1/30/1962,16,7,2
1/31/1962,21,11,6
2/1/1962,28,16,10
2/2/1962,30,22,18
2/3/1962,23,20,18
2/4/1962,19,13,10
2/5/1962,16,8,4
2/6/1962,17,14,12
2/7/1962,22,15,12
2/8/1962,21,16,14
2/9/1962,21,15,12
2/10/1962,15,13,12
2/11/1962,16,11,8
2/12/1962,23,13,8
2/13/1962,19,14,12
2/14/1962,18,14,12
2/15/1962,19,12,8
2/16/1962,20,13,10
2/17/1962,21,15,12
2/18/1962,21,15,12
2/19/1962,14,10,8
2/20/1962,11,6,4
2/21/1962,12,1,-4
2/22/1962,11,7,6
2/23/1962,5,-1,-4
2/24/1962,3,-3,-6
2/25/1962,2,-6,-10
2/26/1962,-1,-11,-16
2/27/1962,3,-7,-12
2/28/1962,1,-1,-2
3/1/1962,4,0,-2
3/2/1962,3,0,-2
3/3/1962,1,-1,-2
3/4/1962,8,4,2
3/5/1962,18,11,8
3/6/1962,18,11,8
3/7/1962,16,7,2
3/8/1962,12,5,2
3/9/1962,11,5,2
3/10/1962,6,3,2
3/11/1962,12,5,2
3/12/1962,13,3,-2
3/13/1962,20,7,0
3/14/1962,25,11,4
3/15/1962,27,17,12
3/16/1962,22,15,12
3/17/1962,21,11,6
3/18/1962,13,10,8
3/19/1962,16,12,10
3/20/1962,17,10,6
3/21/1962,10,4,2
3/22/1962,16,11,8
3/23/1962,16,12,10
3/24/1962,21,15,12
3/25/1962,22,15,12
3/26/1962,20,15,12
3/27/1962,11,6,4
3/28/1962,16,4,-2
3/29/1962,28,13,6
3/30/1962,30,15,8
3/31/1962,27,13,6
4/1/1962,20,12,8
4/2/1962,19,13,10
4/3/1962,21,16,14
4/4/1962,20,16,14
4/5/1962,24,17,14
4/6/1962,23,18,14
4/7/1962,21,16,14
4/8/1962,21,12,8
4/9/1962,19,13,10
4/10/1962,18,10,6
4/11/1962,24,11,4
4/12/1962,34,18,10
4/13/1962,33,20,14
4/14/1962,33,23,18
4/15/1962,24,16,12
4/16/1962,29,15,8
4/17/1962,31,18,12
4/18/1962,40,23,14
4/19/1962,25,18,14
4/20/1962,20,13,10
4/21/1962,29,20,16
4/22/1962,30,19,14
4/23/1962,32,21,16
4/24/1962,21,15,12
4/25/1962,22,14,10
4/26/1962,19,13,10
4/27/1962,17,11,8
4/28/1962,15,9,6
4/29/1962,20,12,8
4/30/1962,20,12,8
5/1/1962,20,16,14
5/2/1962,23,17,14
5/3/1962,19,12,8
5/4/1962,20,8,2
5/5/1962,21,14,10
5/6/1962,15,12,10
5/7/1962,21,8,2
5/8/1962,20,16,14
5/9/1962,23,18,16
5/10/1962,28,20,16
5/11/1962,26,18,14
5/12/1962,24,16,12
5/13/1962,25,18,14
5/14/1962,28,19,14
5/15/1962,23,18,16
5/16/1962,30,18,12
5/17/1962,25,19,16
5/18/1962,24,17,14
5/19/1962,23,17,14
5/20/1962,26,18,14
5/21/1962,28,19,14
5/22/1962,23,18,16
5/23/1962,19,17,16
5/24/1962,19,17,16
5/25/1962,23,18,16
5/26/1962,28,21,18
5/27/1962,30,22,18
5/28/1962,28,21,18
5/29/1962,25,18,14
5/30/1962,27,18,14
5/31/1962,28,20,16
6/1/1962,30,19,14
6/2/1962,28,19,14
6/3/1962,24,16,12
6/4/1962,19,14,12
6/5/1962,26,19,16
6/6/1962,30,18,12
6/7/1962,39,25,18
6/8/1962,31,25,22
6/9/1962,28,20,16
6/10/1962,30,22,18
6/11/1962,35,21,14
6/12/1962,23,18,16
6/13/1962,30,22,18
6/14/1962,39,25,18
6/15/1962,41,28,22
6/16/1962,35,25,20
6/17/1962,35,28,24
6/18/1962,38,29,24
6/19/1962,41,28,22
6/20/1962,42,30,24
6/21/1962,45,31,24
6/22/1962,45,31,24
6/23/1962,50,34,26
6/24/1962,48,37,32
6/25/1962,44,32,26
6/26/1962,32,28,26
6/27/1962,39,29,24
6/28/1962,42,31,26
6/29/1962,43,32,26
6/30/1962,34,26,22
7/1/1962,35,28,24
7/2/1962,36,24,18
7/3/1962,38,26,20
7/4/1962,29,24,22
7/5/1962,29,24,22
7/6/1962,34,26,22
7/7/1962,42,29,22
7/8/1962,41,31,26
7/9/1962,29,24,22
7/10/1962,37,27,22
7/11/1962,37,27,22
7/12/1962,32,24,20
7/13/1962,30,26,24
7/14/1962,36,27,22
7/15/1962,35,28,24
7/16/1962,38,29,24
7/17/1962,33,23,18
7/18/1962,33,24,20
7/19/1962,38,25,18
7/20/1962,44,28,20
7/21/1962,47,33,26
7/22/1962,48,33,26
7/23/1962,52,37,30
7/24/1962,48,33,26
7/25/1962,48,33,26
7/26/1962,53,36,28
7/27/1962,54,38,30
7/28/1962,53,39,32
7/29/1962,46,31,24
7/30/1962,46,31,24
7/31/1962,40,29,24
8/1/1962,31,25,22
8/2/1962,36,28,24
8/3/1962,30,27,26
8/4/1962,28,24,22
8/5/1962,34,29,26
8/6/1962,31,27,26
8/7/1962,37,30,26
8/8/1962,39,29,24
8/9/1962,38,26,20
8/10/1962,39,29,24
8/11/1962,44,32,26
8/12/1962,35,29,26
8/13/1962,39,28,22
8/14/1962,46,30,22
8/15/1962,48,33,26
8/16/1962,41,31,26
8/17/1962,38,30,26
8/18/1962,34,29,26
8/19/1962,43,34,30
8/20/1962,41,32,28
8/21/1962,31,26,24
8/22/1962,37,26,20
8/23/1962,41,27,20
8/24/1962,44,32,26
8/25/1962,35,28,24
8/26/1962,32,25,22
8/27/1962,29,20,16
8/28/1962,35,28,24
8/29/1962,41,28,22
8/30/1962,44,29,22
8/31/1962,45,30,22
9/1/1962,37,26,20
9/2/1962,36,27,22
9/3/1962,43,29,22
9/4/1962,47,30,22
9/5/1962,48,32,24
9/6/1962,40,28,22
9/7/1962,37,28,24
9/8/1962,39,25,18
9/9/1962,40,24,16
9/10/1962,28,21,18
9/11/1962,31,21,16
9/12/1962,30,19,14
9/13/1962,32,25,22
9/14/1962,35,28,24
9/15/1962,32,21,16
9/16/1962,35,22,16
9/17/1962,41,28,22
9/18/1962,38,26,20
9/19/1962,36,31,28
9/20/1962,31,27,26
9/21/1962,30,26,24
9/22/1962,28,25,24
9/23/1962,31,25,22
9/24/1962,38,25,18
9/25/1962,35,22,16
9/26/1962,30,26,24
9/27/1962,31,25,22
9/28/1962,26,23,22
9/29/1962,29,23,20
9/30/1962,40,28,22
10/1/1962,38,27,22
10/2/1962,37,27,22
10/3/1962,28,21,18
10/4/1962,26,18,14
10/5/1962,24,16,12
10/6/1962,23,18,16
10/7/1962,21,16,14
10/8/1962,23,18,16
10/9/1962,23,17,14
10/10/1962,21,15,12
10/11/1962,25,19,16
10/12/1962,28,21,18
10/13/1962,28,20,16
10/14/1962,23,17,14
10/15/1962,24,17,14
10/16/1962,21,11,6
10/17/1962,19,13,10
10/18/1962,19,13,10
10/19/1962,26,22,20
10/20/1962,26,19,16
10/21/1962,33,27,24
10/22/1962,29,24,22
10/23/1962,23,18,16
10/24/1962,29,19,14
10/25/1962,25,20,18
10/26/1962,24,20,18
10/27/1962,31,21,16
10/28/1962,33,23,18
10/29/1962,28,21,18
10/30/1962,24,23,22
10/31/1962,24,23,22
11/1/1962,23,18,16
11/2/1962,29,19,14
11/3/1962,23,18,16
11/4/1962,23,20,18
11/5/1962,22,18,16
11/6/1962,24,17,14
11/7/1962,22,14,10
11/8/1962,19,17,16
11/9/1962,22,18,16
11/10/1962,19,16,14
11/11/1962,18,15,14
11/12/1962,19,12,8
11/13/1962,21,15,12
11/14/1962,20,16,14
11/15/1962,18,14,12
11/16/1962,15,12,10
11/17/1962,15,12,10
11/18/1962,16,8,4
11/19/1962,24,18,16
11/20/1962,21,16,14
11/21/1962,16,13,12
11/22/1962,14,10,8
11/23/1962,12,5,2
11/24/1962,20,12,8
11/25/1962,22,14,10
11/26/1962,15,12,10
11/27/1962,12,8,6
11/28/1962,6,1,-2
11/29/1962,8,1,-2
11/30/1962,11,9,8
12/1/1962,12,5,2
12/2/1962,12,8,6
12/3/1962,11,6,4
12/4/1962,11,7,6
12/5/1962,18,13,10
12/6/1962,20,16,14
12/7/1962,21,15,12
12/8/1962,17,14,12
12/9/1962,15,13,12
12/10/1962,9,7,6
12/11/1962,12,5,2
12/12/1962,18,5,-2
12/13/1962,18,14,12
12/14/1962,23,17,14
12/15/1962,24,19,16
12/16/1962,18,14,12
12/17/1962,14,10,8
12/18/1962,13,11,10
12/19/1962,15,13,12
12/20/1962,15,9,6
12/21/1962,14,9,6
12/22/1962,5,0,-2
12/23/1962,3,-2,-4
12/24/1962,1,-6,-10
12/25/1962,1,-4,-6
12/26/1962,1,-5,-8
12/27/1962,10,2,-2
12/28/1962,14,10,8
12/29/1962,18,15,14
12/30/1962,20,16,14
12/31/1962,19,17,16
1/1/1963,19,17,16
1/2/1963,20,16,14
1/3/1963,16,13,12
1/4/1963,9,4,2
1/5/1963,4,1,0
1/6/1963,3,2,2
1/7/1963,2,-1,-2
1/8/1963,12,5,2
1/9/1963,5,-1,-4
1/10/1963,-6,-12,-16
1/11/1963,-13,-19,-22
1/12/1963,-9,-18,-22
1/13/1963,-4,-7,-8
1/14/1963,4,0,-2
1/15/1963,10,7,6
1/16/1963,10,7,6
1/17/1963,8,5,4
1/18/1963,8,1,-2
1/19/1963,2,-5,-8
1/20/1963,5,-2,-6
1/21/1963,1,-4,-6
1/22/1963,9,4,2
1/23/1963,9,-1,-6
1/24/1963,3,0,-2
1/25/1963,8,1,-2
1/26/1963,2,-5,-8
1/27/1963,2,-5,-8
1/28/1963,2,-2,-4
1/29/1963,-2,-9,-12
1/30/1963,-2,-5,-6
1/31/1963,1,-1,-2
2/1/1963,9,4,2
2/2/1963,19,9,4
2/3/1963,26,23,22
2/4/1963,25,20,18
2/5/1963,28,21,18
2/6/1963,28,21,18
2/7/1963,32,21,16
2/8/1963,33,23,18
2/9/1963,26,18,14
2/10/1963,30,19,14
2/11/1963,26,11,4
2/12/1963,29,12,4
2/13/1963,20,15,12
2/14/1963,21,15,12
2/15/1963,16,12,10
2/16/1963,21,15,12
2/17/1963,16,13,12
2/18/1963,21,15,12
2/19/1963,22,18,16
2/20/1963,20,12,8
2/21/1963,21,11,6
2/22/1963,14,9,6
2/23/1963,11,9,8
2/24/1963,10,7,6
2/25/1963,19,14,12
2/26/1963,20,12,8
2/27/1963,15,9,6
2/28/1963,16,13,12
3/1/1963,11,7,6
3/2/1963,11,6,4
3/3/1963,13,5,2
3/4/1963,13,3,-2
3/5/1963,17,7,2
3/6/1963,15,3,-2
3/7/1963,22,9,2
3/8/1963,22,9,2
3/9/1963,17,7,2
3/10/1963,18,13,10
3/11/1963,12,6,4
3/12/1963,16,7,2
3/13/1963,14,6,2
3/14/1963,14,7,2
3/15/1963,12,5,2
3/16/1963,10,7,6
3/17/1963,17,10,6
3/18/1963,14,10,8
3/19/1963,22,14,10
3/20/1963,28,20,16
3/21/1963,29,19,14
3/22/1963,19,14,12
3/23/1963,15,12,10
3/24/1963,21,11,6
3/25/1963,20,15,12
3/26/1963,19,13,10
3/27/1963,19,14,12
3/28/1963,14,9,6
3/29/1963,12,8,6
3/30/1963,11,6,4
3/31/1963,12,6,4
4/1/1963,13,7,4
4/2/1963,15,3,-2
4/3/1963,16,13,12
4/4/1963,23,18,16
4/5/1963,17,15,14
4/6/1963,15,11,8
4/7/1963,20,12,8
4/8/1963,19,13,10
4/9/1963,21,11,6
4/10/1963,23,13,8
4/11/1963,27,17,12
4/12/1963,25,19,16
4/13/1963,31,21,16
4/14/1963,23,17,14
4/15/1963,16,11,8
4/16/1963,15,9,6
4/17/1963,19,14,12
4/18/1963,18,15,14
4/19/1963,18,11,8
4/20/1963,18,10,6
4/21/1963,27,17,12
4/22/1963,22,18,16
4/23/1963,23,17,14
4/24/1963,18,11,8
4/25/1963,27,17,12
4/26/1963,25,19,16
4/27/1963,26,18,14
4/28/1963,29,16,10
4/29/1963,28,21,18
4/30/1963,23,18,16
5/1/1963,19,14,12
5/2/1963,19,13,10
5/3/1963,19,9,4
5/4/1963,24,13,8
5/5/1963,25,20,18
5/6/1963,23,17,14
5/7/1963,26,19,16
5/8/1963,26,14,8
5/9/1963,27,18,14
5/10/1963,29,19,14
5/11/1963,29,19,14
5/12/1963,26,18,14
5/13/1963,31,18,12
5/14/1963,32,21,16
5/15/1963,32,25,22
5/16/1963,32,21,16
5/17/1963,40,27,20
5/18/1963,50,34,26
5/19/1963,53,36,28
5/20/1963,57,41,34
5/21/1963,57,38,28
5/22/1963,35,29,26
5/23/1963,36,27,22
5/24/1963,31,22,18
5/25/1963,33,24,20
5/26/1963,34,22,16
5/27/1963,36,21,14
5/28/1963,44,29,22
5/29/1963,40,27,20
5/30/1963,38,29,24
5/31/1963,36,28,24
6/1/1963,39,28,22
6/2/1963,25,23,22
6/3/1963,30,22,18
6/4/1963,24,21,20
6/5/1963,26,22,20
6/6/1963,36,27,22
6/7/1963,26,23,22
6/8/1963,28,25,24
6/9/1963,32,24,20
6/10/1963,42,26,18
6/11/1963,38,30,26
6/12/1963,39,32,28
6/13/1963,40,28,22
6/14/1963,47,33,26
6/15/1963,53,36,28
6/16/1963,51,38,32
6/17/1963,49,35,28
6/18/1963,39,30,26
6/19/1963,38,30,26
6/20/1963,37,28,24
6/21/1963,31,25,22
6/22/1963,23,18,16
6/23/1963,34,26,22
6/24/1963,27,25,24
6/25/1963,30,23,20
6/26/1963,30,23,20
6/27/1963,26,22,20
6/28/1963,29,23,20
6/29/1963,30,24,22
6/30/1963,36,27,22
7/1/1963,40,28,22
7/2/1963,40,31,26
7/3/1963,40,27,20
7/4/1963,41,32,28
7/5/1963,39,28,22
7/6/1963,32,28,26
7/7/1963,37,30,26
7/8/1963,36,28,24
7/9/1963,35,28,24
7/10/1963,35,29,26
7/11/1963,32,26,24
7/12/1963,41,31,26
7/13/1963,42,31,26
7/14/1963,34,30,28
7/15/1963,36,28,24
7/16/1963,39,28,22
7/17/1963,38,30,26
7/18/1963,41,30,24
7/19/1963,38,29,24
7/20/1963,40,31,26
7/21/1963,36,32,30
7/22/1963,36,28,24
7/23/1963,35,22,16
7/24/1963,34,29,26
7/25/1963,38,30,26
7/26/1963,40,28,22
7/27/1963,44,31,24
7/28/1963,35,28,24
7/29/1963,37,27,22
7/30/1963,33,27,24
